id,gender,age,lifecycle,delivery_options,online_ordering_flow,chocolate_quality,chocolate_variety,chocolate_uniqueness,innovation,inspiration,payment_options,price_fairness,price_variety,price_comparison,packaging,satisfaction
8960843,Female,57,Returning,4,4,4,5,4,1,5,4,5,4,1,4,Neutral or Dissatisfied
5091446,Female,25,Returning,2,1,3,1,3,4,1,2,1,1,4,1,Neutral or Dissatisfied
8090235,Male,40,Returning,5,5,3,5,5,3,5,3,5,4,3,5,Satisfied
3547788,Female,51,Returning,2,2,3,4,2,5,5,5,3,5,5,2,Satisfied
8759672,Female,31,Returning,4,4,2,3,4,1,3,4,3,3,3,3,Neutral or Dissatisfied
1828392,Male,32,Returning,4,2,3,2,2,3,4,4,4,4,5,2,Neutral or Dissatisfied
9462236,Female,55,Returning,0,3,3,5,4,1,5,3,5,2,1,3,Neutral or Dissatisfied
1956204,Male,15,Returning,4,4,1,3,4,3,2,1,2,2,3,2,Neutral or Dissatisfied
2067689,Male,32,Returning,3,3,2,3,3,2,3,3,3,3,3,3,Neutral or Dissatisfied
7159389,Male,48,Returning,1,1,3,4,1,4,4,4,5,4,4,1,Satisfied
3814398,Female,44,Returning,3,4,5,5,3,5,5,3,5,4,2,4,Neutral or Dissatisfied
4466840,Male,31,Returning,2,2,3,1,2,2,2,1,2,2,3,2,Neutral or Dissatisfied
3741976,Male,58,Returning,3,3,2,4,3,1,3,1,4,2,1,3,Neutral or Dissatisfied
9139110,Male,20,Returning,5,3,1,3,4,4,2,1,4,4,5,3,Neutral or Dissatisfied
7167536,Male,55,Returning,2,2,4,5,2,4,4,4,3,4,4,2,Satisfied
495097,Female,8,Returning,3,3,1,2,3,4,2,2,2,2,4,2,Neutral or Dissatisfied
1118156,Male,45,Returning,4,4,3,3,4,1,3,2,3,3,4,3,Neutral or Dissatisfied
4411295,Female,48,Returning,4,5,3,4,5,4,5,4,3,4,4,5,Satisfied
1469586,Male,42,Returning,5,2,5,2,5,4,5,3,5,5,5,1,Neutral or Dissatisfied
3645959,Male,55,Returning,2,2,4,4,2,5,5,5,4,2,5,2,Satisfied
6026438,Male,63,Returning,1,1,4,4,1,4,4,4,4,4,4,4,Satisfied
1365791,Female,47,Returning,5,2,4,5,1,4,5,2,4,3,4,2,Neutral or Dissatisfied
8983006,Male,43,Returning,1,1,5,5,1,4,5,4,4,3,4,1,Satisfied
4979052,Female,22,First-time,4,4,4,4,2,4,4,3,4,4,4,4,Satisfied
4576201,Female,27,First-time,5,5,4,5,3,3,1,3,1,1,4,5,Satisfied
7023442,Female,35,Returning,5,3,5,5,3,2,4,3,5,2,2,3,Neutral or Dissatisfied
1150919,Male,35,Returning,5,5,4,5,5,4,4,4,5,5,4,5,Satisfied
3647113,Female,39,Returning,2,5,2,1,2,3,5,4,4,5,3,2,Satisfied
5185061,Female,56,Returning,5,5,4,4,5,3,3,3,1,2,3,4,Neutral or Dissatisfied
3553609,Female,64,Returning,4,1,3,5,5,5,4,1,4,4,5,1,Neutral or Dissatisfied
4591982,Male,30,First-time,5,2,1,2,4,3,2,5,2,2,1,2,Neutral or Dissatisfied
1526875,Male,62,Returning,0,0,2,3,1,5,3,5,5,4,5,0,Satisfied
2817125,Female,37,Returning,4,4,5,4,2,3,2,3,1,1,4,4,Neutral or Dissatisfied
1543660,Female,69,Returning,5,5,2,4,5,2,4,2,4,1,2,2,Neutral or Dissatisfied
2083252,Male,54,Returning,2,2,1,2,2,1,2,1,3,2,1,1,Neutral or Dissatisfied
9248602,Female,29,Returning,4,3,4,3,3,4,5,2,2,2,5,3,Neutral or Dissatisfied
6520569,Male,55,Returning,4,4,2,2,4,1,3,1,3,3,1,1,Neutral or Dissatisfied
4958282,Female,46,Returning,5,5,2,1,5,5,2,5,5,1,5,5,Satisfied
3478193,Male,54,Returning,3,3,5,4,3,4,4,2,4,4,5,4,Satisfied
5345550,Male,23,First-time,0,5,5,5,3,5,2,2,4,4,5,5,Satisfied
4170342,Female,50,Returning,4,4,3,4,4,5,4,5,4,3,5,4,Satisfied
9596550,Female,55,Returning,2,2,3,4,2,4,5,4,4,4,4,2,Satisfied
9702835,Male,51,Returning,3,5,5,4,3,5,5,5,5,5,5,3,Satisfied
3271858,Female,39,Returning,2,2,3,5,2,5,5,5,5,3,5,2,Satisfied
6904915,Male,65,Returning,5,1,5,1,1,3,4,3,4,4,4,1,Neutral or Dissatisfied
751542,Male,20,Returning,5,1,4,1,4,3,1,5,1,1,4,1,Neutral or Dissatisfied
675075,Female,21,Returning,4,2,1,2,1,5,4,3,4,4,5,2,Neutral or Dissatisfied
5357307,Male,55,Returning,2,2,3,5,2,4,4,4,3,3,4,2,Satisfied
9873043,Male,59,Returning,2,2,2,2,3,3,3,1,3,3,3,2,Neutral or Dissatisfied
7400991,Female,46,Returning,2,3,4,3,3,3,3,3,3,5,3,3,Neutral or Dissatisfied
9724450,Female,45,First-time,0,2,3,2,3,2,1,4,1,1,5,2,Neutral or Dissatisfied
6938585,Female,27,Returning,3,4,1,4,4,2,1,3,1,1,3,4,Satisfied
7342649,Female,18,Returning,1,3,1,3,3,4,5,3,5,5,3,3,Neutral or Dissatisfied
6961978,Female,10,First-time,1,3,2,3,2,2,3,2,2,2,2,3,Neutral or Dissatisfied
2739115,Male,24,Returning,4,3,5,3,3,4,5,3,5,5,5,3,Neutral or Dissatisfied
4881391,Male,50,Returning,3,3,3,3,4,4,3,5,3,3,4,3,Neutral or Dissatisfied
43980,Male,48,Returning,5,5,3,5,2,4,4,4,4,4,5,4,Satisfied
2554570,Female,45,Returning,2,2,3,4,2,4,2,4,3,4,4,4,Satisfied
184913,Male,22,First-time,3,3,4,3,4,5,3,5,2,2,5,3,Neutral or Dissatisfied
3790024,Male,26,Returning,1,1,3,3,1,4,3,3,3,3,4,1,Satisfied
3705547,Male,35,First-time,1,1,3,1,1,3,5,3,5,5,4,2,Neutral or Dissatisfied
8321651,Female,48,Returning,4,4,5,5,4,4,4,4,5,3,4,4,Satisfied
1202350,Female,33,Returning,4,4,4,4,4,5,4,4,4,3,5,4,Satisfied
2662450,Female,18,First-time,1,1,2,2,1,5,2,3,2,1,2,1,Neutral or Dissatisfied
5927010,Male,43,First-time,2,2,4,2,4,1,5,1,5,5,3,2,Neutral or Dissatisfied
1848559,Male,32,Returning,5,5,3,4,5,5,4,2,4,4,4,5,Satisfied
1176238,Female,53,Returning,4,4,4,4,4,5,5,5,5,2,5,4,Satisfied
9145089,Female,64,Returning,4,2,5,4,4,5,2,2,2,2,5,2,Neutral or Dissatisfied
5447231,Male,53,Returning,2,2,3,4,2,4,4,4,3,4,4,2,Satisfied
1909642,Female,72,Returning,1,1,1,3,1,1,4,1,4,3,1,1,Neutral or Dissatisfied
8284003,Female,41,Returning,5,5,2,5,5,4,5,1,5,5,4,5,Satisfied
6974853,Female,30,First-time,1,1,4,1,3,3,2,5,2,2,3,1,Neutral or Dissatisfied
2525032,Female,64,Returning,3,2,4,2,4,5,3,2,2,3,5,2,Neutral or Dissatisfied
4603055,Female,23,First-time,4,2,2,2,3,4,1,2,1,1,3,2,Neutral or Dissatisfied
9062794,Female,26,Returning,4,3,3,3,4,3,5,4,4,4,4,3,Neutral or Dissatisfied
1887224,Male,58,Returning,1,1,3,5,1,4,5,4,4,4,4,1,Satisfied
8814500,Male,31,Returning,4,0,5,0,1,3,3,5,3,3,4,2,Neutral or Dissatisfied
5411410,Female,30,First-time,2,2,3,1,3,4,4,3,4,4,3,1,Neutral or Dissatisfied
9294306,Male,11,Returning,3,1,4,1,4,4,3,3,3,3,4,1,Neutral or Dissatisfied
6990740,Female,36,First-time,2,2,5,2,2,5,5,2,5,5,5,2,Neutral or Dissatisfied
5462343,Male,50,Returning,5,3,4,3,5,5,2,5,2,2,5,3,Neutral or Dissatisfied
2337540,Male,24,First-time,3,3,4,2,4,2,3,2,3,3,3,2,Neutral or Dissatisfied
6571073,Male,40,Returning,4,4,2,4,4,5,2,4,2,4,5,4,Satisfied
5692396,Male,49,Returning,5,4,4,4,5,4,4,4,5,5,4,5,Satisfied
2065182,Male,46,Returning,2,2,4,1,2,5,4,4,4,3,5,2,Satisfied
8390490,Female,58,Returning,5,3,5,2,5,5,2,3,3,1,5,3,Neutral or Dissatisfied
8478124,Female,80,First-time,2,2,1,3,3,2,4,2,4,3,2,2,Neutral or Dissatisfied
6758736,Female,62,Returning,5,2,5,5,1,2,5,2,5,5,2,2,Neutral or Dissatisfied
946890,Female,30,Returning,2,2,3,5,2,5,5,5,5,5,5,2,Satisfied
7635657,Female,31,Returning,4,2,2,5,4,3,3,3,5,5,4,4,Satisfied
9236079,Male,33,Returning,5,5,1,2,5,1,2,4,2,2,3,2,Neutral or Dissatisfied
2454648,Female,15,Returning,3,3,2,3,4,1,4,4,4,4,4,3,Neutral or Dissatisfied
5560537,Male,53,Returning,2,1,3,3,1,2,4,2,2,3,2,2,Neutral or Dissatisfied
6821796,Female,59,Returning,5,3,4,4,1,2,4,3,5,4,2,3,Neutral or Dissatisfied
1503721,Male,66,Returning,5,4,4,4,3,4,4,3,4,4,5,4,Satisfied
7149594,Male,33,Returning,2,2,3,4,2,5,4,3,4,4,4,2,Satisfied
9826522,Female,41,Returning,1,1,3,5,1,4,4,4,5,5,4,1,Satisfied
503501,Male,47,Returning,3,3,3,5,3,5,5,5,5,3,5,3,Satisfied
3746303,Female,56,Returning,1,1,5,4,1,4,5,4,4,4,4,1,Satisfied
8991584,Male,25,First-time,0,3,5,3,1,3,2,3,2,2,5,3,Neutral or Dissatisfied
9166255,Female,55,Returning,5,4,4,1,5,5,1,5,3,5,5,5,Satisfied
5639127,Female,43,Returning,3,3,3,4,3,4,4,4,5,2,4,3,Satisfied
3604264,Female,50,Returning,5,5,5,5,5,1,5,4,5,5,1,5,Satisfied
1891196,Male,28,Returning,5,1,3,1,2,3,2,2,2,2,5,1,Neutral or Dissatisfied
7882657,Female,31,Returning,4,4,2,3,4,1,3,2,3,3,3,3,Neutral or Dissatisfied
2724109,Male,55,Returning,4,4,1,2,4,2,2,4,2,2,3,2,Neutral or Dissatisfied
4040329,Female,67,Returning,3,3,5,4,1,1,3,3,3,1,1,3,Neutral or Dissatisfied
8783952,Male,59,Returning,2,4,4,4,4,2,5,4,5,5,3,4,Neutral or Dissatisfied
8428000,Male,46,Returning,1,1,4,3,1,5,2,5,3,4,5,1,Satisfied
8493817,Male,40,Returning,5,5,1,4,5,3,4,4,4,4,2,4,Satisfied
5719986,Female,16,Returning,2,2,4,3,2,3,3,1,3,3,4,3,Neutral or Dissatisfied
1759182,Female,39,Returning,4,4,1,3,4,1,3,1,4,1,1,1,Neutral or Dissatisfied
8639941,Female,19,First-time,4,4,5,4,5,3,5,3,5,5,5,4,Neutral or Dissatisfied
6388852,Female,62,Returning,5,0,4,4,1,4,4,4,4,5,4,0,Satisfied
4489514,Female,29,Returning,1,1,1,1,1,2,1,4,1,1,3,1,Neutral or Dissatisfied
7706143,Male,54,Returning,4,2,3,2,4,3,5,5,5,5,5,2,Neutral or Dissatisfied
8307431,Female,44,First-time,1,1,3,1,4,1,1,1,1,1,4,1,Neutral or Dissatisfied
500172,Female,43,Returning,2,2,3,3,2,5,4,5,5,4,5,2,Satisfied
7306401,Female,30,Returning,4,3,2,3,4,1,1,3,1,1,4,3,Neutral or Dissatisfied
5472313,Female,43,First-time,3,3,2,4,2,4,2,2,2,2,1,4,Neutral or Dissatisfied
4473843,Female,31,Returning,4,3,2,3,3,4,4,3,4,4,5,3,Neutral or Dissatisfied
7521810,Female,22,Returning,4,4,3,5,4,1,5,5,5,5,3,5,Satisfied
685906,Female,54,Returning,3,3,3,4,3,5,5,4,5,4,5,3,Satisfied
8601215,Female,53,Returning,1,1,3,4,1,5,4,5,4,5,5,1,Satisfied
2554511,Female,37,Returning,5,5,4,5,5,5,5,5,3,3,5,5,Satisfied
9027967,Male,57,Returning,3,2,3,5,2,5,4,5,5,2,5,2,Satisfied
294880,Female,21,First-time,0,2,1,2,3,2,1,1,1,1,4,2,Neutral or Dissatisfied
4958139,Male,41,Returning,4,5,2,5,4,2,3,2,4,5,2,4,Satisfied
5633603,Female,51,Returning,5,2,3,5,5,4,4,4,3,2,4,5,Satisfied
423704,Female,29,Returning,4,5,5,5,1,5,4,3,4,4,5,5,Satisfied
5454628,Female,21,Returning,4,5,5,5,2,4,3,4,3,3,4,5,Satisfied
3150825,Female,21,Returning,4,4,4,4,5,5,2,2,2,2,5,4,Neutral or Dissatisfied
8934789,Male,72,Returning,3,2,1,4,3,3,4,2,4,4,4,4,Neutral or Dissatisfied
4773321,Female,32,Returning,3,3,1,5,3,1,5,2,5,5,3,5,Satisfied
2029989,Male,58,Returning,3,3,1,3,1,5,5,2,5,5,1,3,Neutral or Dissatisfied
169528,Female,26,First-time,2,2,3,2,5,5,5,2,5,5,4,2,Neutral or Dissatisfied
2494085,Male,23,Returning,5,4,3,5,5,5,5,4,5,5,2,5,Satisfied
9626532,Female,16,Returning,5,3,4,3,4,1,5,3,5,5,4,3,Neutral or Dissatisfied
3434010,Female,59,First-time,5,3,1,3,4,1,5,2,5,5,4,3,Neutral or Dissatisfied
5917922,Female,66,Returning,2,2,2,3,2,2,3,2,4,5,2,2,Neutral or Dissatisfied
9612857,Female,22,First-time,5,1,4,1,2,3,4,2,4,4,4,1,Neutral or Dissatisfied
6849920,Male,37,First-time,4,5,5,5,1,5,1,2,1,1,4,5,Satisfied
6053156,Male,52,Returning,5,5,3,3,5,5,3,4,3,3,2,3,Neutral or Dissatisfied
9364308,Female,36,First-time,4,4,3,4,3,1,3,4,3,3,2,4,Neutral or Dissatisfied
141592,Female,28,First-time,3,3,3,3,5,4,4,5,4,4,5,3,Neutral or Dissatisfied
8738096,Female,45,Returning,4,4,5,5,4,5,4,5,4,5,5,4,Satisfied
7656792,Female,59,Returning,3,2,4,4,4,4,4,3,4,2,1,5,Satisfied
9599169,Male,18,Returning,5,3,2,4,5,4,4,4,4,4,4,5,Satisfied
3747288,Male,31,Returning,3,3,3,2,3,4,2,5,2,2,2,2,Neutral or Dissatisfied
3319366,Male,47,Returning,5,3,5,5,2,1,4,3,4,3,1,3,Neutral or Dissatisfied
7864061,Male,45,Returning,3,4,5,4,3,4,4,1,4,4,5,4,Neutral or Dissatisfied
3449741,Male,27,First-time,3,3,2,3,2,2,2,5,2,2,3,3,Neutral or Dissatisfied
7764474,Male,48,Returning,4,3,4,3,4,3,3,1,3,3,3,3,Neutral or Dissatisfied
4854707,Male,56,Returning,5,3,5,3,2,3,1,3,1,1,5,3,Neutral or Dissatisfied
3035723,Female,48,Returning,5,5,4,5,3,1,4,5,5,2,1,3,Neutral or Dissatisfied
6756989,Female,33,Returning,4,3,3,5,4,5,4,5,4,4,5,4,Satisfied
3226028,Female,46,Returning,5,5,4,4,5,2,4,2,3,5,2,5,Satisfied
8329184,Male,41,Returning,4,3,3,3,5,3,4,2,4,4,4,3,Neutral or Dissatisfied
6797209,Male,31,Returning,5,3,3,3,1,5,2,2,2,2,2,3,Neutral or Dissatisfied
7346929,Male,27,First-time,2,2,5,2,2,3,1,5,1,1,4,2,Neutral or Dissatisfied
8460527,Male,41,Returning,3,3,4,4,3,3,5,3,3,2,3,3,Satisfied
5856359,Male,54,Returning,5,5,3,4,5,3,3,3,3,1,3,3,Neutral or Dissatisfied
3072415,Female,54,Returning,4,0,3,4,3,1,4,0,3,5,1,2,Neutral or Dissatisfied
219687,Female,49,First-time,2,2,3,2,3,5,3,5,2,2,4,2,Neutral or Dissatisfied
9240618,Female,20,Returning,4,2,4,2,2,4,2,2,2,2,4,2,Neutral or Dissatisfied
1259753,Male,11,First-time,2,2,4,2,1,5,4,5,4,4,4,2,Neutral or Dissatisfied
5248593,Male,49,Returning,0,2,4,2,1,5,3,4,4,4,5,2,Neutral or Dissatisfied
9772853,Male,8,Returning,4,2,5,2,1,4,3,4,3,3,4,2,Neutral or Dissatisfied
5973608,Male,59,Returning,2,2,2,2,2,3,2,3,4,3,3,3,Neutral or Dissatisfied
4834199,Male,50,Returning,1,1,1,2,1,4,2,4,3,4,4,4,Neutral or Dissatisfied
5173677,Female,54,Returning,4,4,2,2,4,4,1,4,2,4,4,4,Satisfied
1271156,Male,35,Returning,4,4,3,5,4,3,5,3,5,5,4,5,Satisfied
6873403,Male,25,Returning,1,0,4,0,4,2,2,3,2,2,3,4,Satisfied
4766022,Male,52,Returning,5,5,3,5,5,5,5,5,4,5,5,5,Satisfied
4343653,Male,38,Returning,2,2,4,4,2,1,4,4,4,4,3,4,Satisfied
6102864,Male,9,Returning,0,3,4,3,5,5,4,5,1,1,5,3,Neutral or Dissatisfied
9928914,Male,39,Returning,2,2,2,5,2,3,5,1,5,5,1,5,Satisfied
9327404,Female,24,First-time,5,0,4,0,4,5,1,5,4,4,5,0,Satisfied
2139881,Male,43,Returning,4,3,2,3,4,2,3,5,2,2,4,3,Neutral or Dissatisfied
6160318,Female,46,Returning,4,2,5,5,3,2,4,2,4,3,2,2,Neutral or Dissatisfied
9591161,Female,29,Returning,4,3,3,3,2,4,2,5,5,5,4,3,Neutral or Dissatisfied
553421,Female,40,Returning,5,2,4,2,2,3,1,5,1,1,5,3,Neutral or Dissatisfied
8931255,Male,44,Returning,5,0,5,0,4,4,2,5,5,5,4,1,Neutral or Dissatisfied
8184807,Male,28,Returning,4,5,5,4,4,5,4,5,4,4,5,4,Satisfied
7033938,Male,38,Returning,1,2,1,2,2,3,3,2,3,3,2,2,Neutral or Dissatisfied
1990225,Female,46,Returning,4,2,5,4,2,4,4,4,5,3,4,2,Satisfied
8435050,Female,27,First-time,1,1,2,1,4,2,2,4,2,2,3,1,Neutral or Dissatisfied
184017,Female,25,First-time,3,1,1,1,3,1,1,2,1,1,3,1,Neutral or Dissatisfied
4107812,Female,37,Returning,1,1,3,4,1,5,5,5,4,2,5,1,Satisfied
4133895,Male,47,Returning,1,4,2,4,4,1,4,1,4,4,3,4,Neutral or Dissatisfied
9288440,Male,67,Returning,1,1,4,5,1,1,5,2,5,5,2,5,Satisfied
2608791,Female,42,Returning,4,4,3,4,4,5,5,5,3,5,5,4,Satisfied
9644256,Female,47,Returning,3,3,3,5,3,4,5,4,4,4,4,3,Satisfied
6582308,Male,45,Returning,1,1,2,4,1,5,4,1,4,4,5,4,Satisfied
9501237,Male,25,Returning,5,5,3,1,5,1,3,5,1,1,4,1,Neutral or Dissatisfied
9651254,Male,15,Returning,2,2,5,3,2,5,3,4,3,3,5,2,Satisfied
5817165,Male,47,Returning,3,3,4,4,3,3,5,4,5,4,3,3,Satisfied
9897847,Female,16,Returning,5,5,1,5,5,5,5,3,5,5,4,5,Satisfied
7860061,Male,26,First-time,2,2,2,2,3,4,5,3,5,5,4,2,Neutral or Dissatisfied
9378630,Female,27,First-time,3,3,4,3,1,3,4,5,4,4,5,3,Neutral or Dissatisfied
916395,Male,30,Returning,4,4,5,4,4,4,4,3,4,4,5,4,Satisfied
9058982,Female,50,Returning,4,1,4,4,3,1,4,1,3,5,1,1,Neutral or Dissatisfied
1494220,Female,33,Returning,4,2,3,2,4,4,5,4,5,5,4,2,Neutral or Dissatisfied
2236301,Male,10,Returning,4,3,4,3,5,5,3,4,3,3,4,3,Neutral or Dissatisfied
7341689,Male,27,First-time,1,1,3,1,3,1,1,2,1,1,4,1,Neutral or Dissatisfied
4633139,Female,38,Returning,5,5,3,3,5,3,2,2,2,2,3,2,Neutral or Dissatisfied
7934910,Female,25,Returning,2,2,2,1,2,4,1,1,1,1,3,1,Neutral or Dissatisfied
111987,Male,47,Returning,5,4,3,4,3,5,2,2,2,2,4,3,Neutral or Dissatisfied
8016747,Male,56,Returning,3,3,5,4,3,4,5,4,3,2,4,3,Satisfied
4855762,Male,39,Returning,5,5,4,4,5,4,5,4,4,5,4,5,Satisfied
4994561,Female,69,Returning,1,1,5,4,1,4,5,4,4,5,4,1,Satisfied
8283782,Male,23,First-time,1,3,3,3,4,3,1,1,2,2,3,3,Neutral or Dissatisfied
4281961,Female,41,Returning,2,2,4,5,2,4,4,3,5,3,4,2,Satisfied
4440476,Female,12,Returning,3,1,4,1,3,5,3,4,3,3,2,1,Neutral or Dissatisfied
7966071,Male,25,Returning,2,2,1,2,4,4,1,1,1,1,3,2,Neutral or Dissatisfied
5091443,Female,46,Returning,0,0,5,4,1,2,3,2,5,4,2,0,Satisfied
4546205,Female,34,Returning,2,2,3,4,2,3,3,3,3,1,3,1,Neutral or Dissatisfied
98601,Male,31,First-time,2,2,2,2,4,3,5,2,3,3,3,2,Neutral or Dissatisfied
4588754,Female,35,First-time,4,4,5,4,5,5,2,4,2,2,4,4,Neutral or Dissatisfied
8211669,Female,46,Returning,2,2,1,2,2,2,2,2,2,5,2,1,Neutral or Dissatisfied
8977606,Female,25,First-time,4,4,3,4,4,3,3,2,3,3,4,4,Satisfied
9029608,Female,46,Returning,4,4,3,4,4,5,3,5,3,2,5,4,Satisfied
6464106,Female,49,Returning,3,3,4,2,3,3,2,3,3,2,3,3,Neutral or Dissatisfied
9333872,Female,20,Returning,5,4,4,4,3,4,1,4,1,1,5,4,Neutral or Dissatisfied
8894588,Female,51,Returning,2,2,5,5,2,3,4,3,5,2,3,2,Satisfied
6687430,Female,73,Returning,1,1,2,4,1,1,3,2,1,1,1,2,Neutral or Dissatisfied
1301089,Male,42,Returning,4,4,2,3,4,2,3,2,3,3,2,3,Neutral or Dissatisfied
1967856,Male,22,First-time,5,0,3,0,1,3,3,4,3,3,5,0,Satisfied
6757877,Female,54,Returning,5,2,4,4,2,3,4,2,4,2,3,2,Neutral or Dissatisfied
2033963,Female,68,Returning,4,2,4,5,1,1,5,2,3,2,1,2,Neutral or Dissatisfied
5432135,Female,27,First-time,3,3,3,3,3,2,2,5,3,3,2,3,Neutral or Dissatisfied
4645702,Male,63,Returning,3,5,1,5,3,4,2,5,4,4,4,5,Satisfied
1447817,Male,36,Returning,5,5,3,3,5,1,3,4,3,3,4,3,Neutral or Dissatisfied
1475257,Female,14,First-time,1,3,2,3,4,4,2,2,2,2,4,3,Neutral or Dissatisfied
9457987,Male,33,Returning,2,2,4,5,2,4,5,3,5,5,5,2,Satisfied
8770863,Male,55,Returning,3,3,3,5,3,4,5,4,4,2,4,3,Satisfied
3709068,Male,51,Returning,1,1,4,4,1,2,4,3,4,4,3,4,Satisfied
3147023,Female,16,Returning,5,2,3,2,2,5,2,2,2,2,5,2,Neutral or Dissatisfied
5228716,Male,24,Returning,4,4,5,4,2,3,4,4,4,4,5,4,Neutral or Dissatisfied
6659585,Female,22,First-time,5,1,1,1,2,1,3,1,3,3,5,1,Neutral or Dissatisfied
6881564,Male,35,First-time,3,3,5,3,1,5,1,4,4,4,5,3,Neutral or Dissatisfied
7931347,Male,62,Returning,2,3,4,3,3,4,4,5,4,4,4,3,Neutral or Dissatisfied
1260464,Male,42,Returning,1,1,2,2,1,4,2,4,2,1,4,4,Neutral or Dissatisfied
6948105,Female,56,Returning,5,0,2,3,3,2,2,4,2,0,4,1,Neutral or Dissatisfied
5794090,Female,58,Returning,4,4,5,5,4,4,5,4,3,3,4,4,Satisfied
924169,Female,42,Returning,4,3,1,4,3,1,4,2,2,3,1,1,Neutral or Dissatisfied
9671277,Female,59,Returning,3,3,4,4,3,4,4,4,4,3,4,3,Satisfied
887106,Male,58,Returning,2,5,4,3,5,3,4,3,4,3,3,3,Neutral or Dissatisfied
7600098,Female,23,First-time,2,2,4,2,3,4,2,4,3,3,4,2,Neutral or Dissatisfied
5308020,Male,53,Returning,5,0,2,0,5,3,2,3,2,2,3,2,Neutral or Dissatisfied
5037287,Male,48,Returning,4,3,5,3,1,3,3,3,5,5,5,3,Neutral or Dissatisfied
9500171,Female,28,Returning,2,2,1,4,2,5,3,2,3,3,2,2,Satisfied
7377080,Male,35,Returning,3,3,5,4,3,4,4,4,3,2,4,3,Satisfied
7707125,Male,31,Returning,2,2,2,2,2,1,1,4,1,1,3,1,Neutral or Dissatisfied
5215113,Female,44,Returning,3,5,2,4,3,4,1,4,5,5,4,3,Satisfied
6443200,Female,16,First-time,0,0,3,0,3,4,4,5,4,4,4,0,Satisfied
1708592,Male,27,First-time,2,2,4,2,3,3,5,4,5,5,4,2,Neutral or Dissatisfied
1720803,Female,35,Returning,4,0,4,0,4,5,5,3,5,5,5,1,Neutral or Dissatisfied
7584762,Female,62,Returning,5,4,5,4,2,4,4,4,5,4,4,4,Satisfied
4110983,Male,23,Returning,4,4,5,5,4,4,5,3,5,5,5,4,Satisfied
7012420,Female,57,Returning,5,3,4,4,5,4,5,4,4,4,4,5,Satisfied
1963812,Female,31,Returning,1,1,5,4,1,3,4,5,4,4,5,1,Satisfied
509819,Female,25,First-time,1,1,1,1,5,3,1,2,4,4,5,1,Neutral or Dissatisfied
968855,Male,59,Returning,4,4,4,3,4,4,3,5,3,3,3,3,Neutral or Dissatisfied
8295569,Male,39,Returning,2,2,5,5,2,5,5,5,5,5,5,2,Satisfied
2739262,Male,34,First-time,1,1,4,1,3,4,4,4,2,2,5,1,Neutral or Dissatisfied
9553305,Male,51,Returning,2,2,4,5,2,5,5,5,5,2,5,2,Satisfied
8261502,Female,31,Returning,4,4,4,5,4,3,5,2,5,5,5,4,Satisfied
4931663,Female,51,Returning,4,4,3,5,3,5,4,4,4,5,5,4,Satisfied
5068413,Male,41,Returning,5,3,2,3,5,3,3,5,3,3,3,3,Neutral or Dissatisfied
2264573,Female,54,Returning,5,4,4,3,5,1,5,4,5,2,1,4,Neutral or Dissatisfied
4873857,Male,31,Returning,5,4,4,4,1,2,1,5,1,1,1,4,Neutral or Dissatisfied
2375135,Female,45,Returning,2,2,3,3,2,3,3,3,3,5,3,3,Neutral or Dissatisfied
4165929,Male,40,First-time,1,2,2,2,4,3,3,4,3,3,4,2,Neutral or Dissatisfied
2727430,Male,29,Returning,5,5,5,5,5,5,5,4,5,5,4,5,Satisfied
6715419,Male,9,Returning,3,5,1,3,3,2,3,4,3,3,3,3,Neutral or Dissatisfied
71347,Female,46,Returning,3,3,1,1,3,2,1,3,4,4,2,2,Neutral or Dissatisfied
2367073,Male,50,Returning,2,2,4,5,2,2,4,2,5,5,2,2,Satisfied
1688710,Male,29,Returning,5,5,5,5,5,3,5,5,5,5,4,5,Satisfied
5500021,Male,45,Returning,1,3,5,5,1,5,4,5,4,4,5,1,Satisfied
1698735,Male,58,Returning,3,3,3,5,3,5,5,5,3,3,5,3,Satisfied
5711489,Female,39,First-time,1,1,4,1,3,3,2,4,2,2,4,1,Neutral or Dissatisfied
8291407,Male,51,Returning,1,1,5,5,1,4,5,4,3,3,4,1,Satisfied
5636046,Female,22,Returning,2,2,4,5,2,4,5,3,5,5,3,2,Satisfied
373154,Female,15,Returning,5,3,5,3,4,4,5,2,5,5,5,3,Neutral or Dissatisfied
471879,Female,40,First-time,4,4,5,4,3,1,1,4,2,2,4,4,Neutral or Dissatisfied
5480857,Female,36,Returning,3,3,3,5,3,5,4,5,4,4,5,3,Satisfied
6013909,Female,31,Returning,5,5,4,4,5,5,5,2,5,5,4,5,Satisfied
402004,Female,42,First-time,3,3,4,3,3,1,5,4,5,5,1,3,Neutral or Dissatisfied
7899257,Male,46,First-time,4,2,4,2,3,1,4,1,3,3,2,2,Neutral or Dissatisfied
3213009,Male,52,Returning,3,3,5,3,1,2,2,5,2,2,5,3,Neutral or Dissatisfied
8470283,Female,59,Returning,3,3,2,3,3,1,2,1,4,5,1,1,Neutral or Dissatisfied
8279719,Female,30,Returning,3,0,1,5,2,4,5,2,5,5,4,0,Satisfied
6021328,Female,22,First-time,4,5,3,5,3,1,3,3,3,3,2,5,Satisfied
1791226,Female,37,Returning,3,2,4,4,2,1,4,5,4,4,3,2,Satisfied
58135,Female,56,Returning,2,2,4,5,2,4,4,4,3,2,4,2,Satisfied
